ASP,CLS,SENT,PRED,P-1,P0,P+1,T/F
service,-1,"then , if they answer the phone , you 're lucky if they do n't hang up on you !",-1,0.6642513871192932,0.02724943682551384,0.30849918723106384,True
miscellaneous,1,"in fact , you ca n't miss it .",1,0.44556108117103577,0.06739813834428787,0.4870406985282898,True
food,1,good drink .,1,0.035124272108078,0.04036435857415199,0.9245113134384155,True
food,-1,"if you want americanized chinese food with your usual watery , generic white sauce , this is your place .",-1,0.6853088736534119,0.04202311486005783,0.27266809344291687,True
service,-1,"they might be all business at the counter when you give your order , but their food says i love you .",1,0.25212979316711426,0.02805527113378048,0.7198150157928467,False
service,1,"the best part of the experience was knowing that the manager ( a bubbly , friendly young woman with a great smile ) truly cared about how we were doing .",1,0.005952606443315744,0.001570207066833973,0.9924772381782532,True
miscellaneous,0,i was at rao 's last wed .,0,0.11196809262037277,0.8065102100372314,0.08152172714471817,True
service,-1,why make a reservation if you are n't going to keep it ?,1,0.3410787880420685,0.10418684780597687,0.5547343492507935,False
service,1,they all know you .,1,0.06266196817159653,0.13432690501213074,0.8030111789703369,True
food,1,ballato 's is consistently delicious authentic italian food .,1,0.0052315853536129,0.009211542084813118,0.9855569005012512,True
food,1,obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys .,1,0.004081221297383308,0.0037665802519768476,0.9921521544456482,True
service,1,"waitstaff is great , very attentive .",1,0.002794687170535326,0.002037979895249009,0.9951673746109009,True
miscellaneous,0,the only other steakhouse that seems to hold a candle to roth 's is the strip house .,0,0.20138880610466003,0.6121232509613037,0.18648788332939148,True
food,1,mermaid inn is an overall good restaurant with really good seafood .,1,0.004566976800560951,0.0057206591591238976,0.9897123575210571,True
food,1,the sangria was pretty tasty and good on a hot muggy day .,1,0.00978941936045885,0.001690006349235773,0.9885205626487732,True
miscellaneous,-1,this restaurant was way overhyped .,-1,0.8387976288795471,0.03813458979129791,0.1230676919221878,True
food,1,"so , for good food i 'd recommend it , but not for a fun night out .",1,0.03293274715542793,0.027406051754951477,0.9396611452102661,True
miscellaneous,0,you can do it here .,1,0.20246213674545288,0.11121483147144318,0.6863230466842651,False
food,1,"the staff makes you feel at home , the food is great and the atmosphere is wonderful !",1,0.01842641644179821,0.0040990328416228294,0.9774745106697083,True
price,1,also very inexpensive .,1,0.05393284931778908,0.035109687596559525,0.9109574556350708,True
service,1,staff is very accomodating .,1,0.009974181652069092,0.005544573999941349,0.9844812154769897,True
miscellaneous,-1,i do n't think i would go again .,1,0.377996027469635,0.20605897903442383,0.41594499349594116,False
miscellaneous,0,"i have eaten here a handful of times , for no reason besides sheer convenience .",0,0.2870134711265564,0.43614986538887024,0.27683672308921814,True
food,1,my friend ordered some of their special sushi rolls which had excellent presentation and tasted great !,1,0.0012981952168047428,0.0039216442964971066,0.9947801828384399,True
price,-1,"with so many good restaurants on the uws , i do n't need overpriced food , absurdly arrogant wait-staff who do n't recognize they work at a glorified diner , clumsy service , and management that does n't care .",-1,0.8592641353607178,0.007458588108420372,0.1332772672176361,True
miscellaneous,0,"while the new restaurant still features much of the same classical furniture that made tiffin so attractive , the menu has been overhauled .",1,0.32140544056892395,0.13231879472732544,0.546275794506073,False
service,-1,faan 's got a great concept but a little rough on the delivery .,1,0.20303337275981903,0.09876612573862076,0.6982004642486572,False
service,1,"i found the food , service and value exceptional everytime i have been there .",1,0.02555800974369049,0.023791518062353134,0.9506504535675049,True
price,1,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,1,0.00460336497053504,0.002064900705590844,0.9933317303657532,True
miscellaneous,1,i was glad i did .,1,0.032222431153059006,0.07312052696943283,0.8946570754051208,True
miscellaneous,1,i had been a regular due to the consistently good food and ease of getting a table .,1,0.01420511119067669,0.013623478822410107,0.9721713662147522,True
miscellaneous,1,"my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary , and to our surprise it was fantastic .",1,0.0038641972932964563,0.003861681092530489,0.9922741055488586,True
miscellaneous,1,i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed !,1,0.16106976568698883,0.02211308479309082,0.8168171644210815,True
ambience,0,"probably much busier for lunch , it 's seldom crowded for dinner ( too close to downtown ) .",1,0.3200848698616028,0.16430601477622986,0.5156091451644897,False
miscellaneous,-1,do n't be fooled by crowds of people .,-1,0.6894051432609558,0.13962136209011078,0.1709735095500946,True
ambience,1,it 's a nice place to relax and have conversation .,1,0.0028459043242037296,0.0151423504576087,0.9820116758346558,True
food,1,we had pam 's special fried fish and it was amazing .,1,0.002517864340916276,0.006900606211274862,0.9905815124511719,True
miscellaneous,1,i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way .,1,0.0007585470448248088,0.0017734428402036428,0.9974679946899414,True
service,-1,"they did give a 15 % discount at the end , was n't enough , as they knew the service was horrible .",-1,0.9676523208618164,0.008152887225151062,0.02419477514922619,True
food,-1,my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal .,1,0.16696034371852875,0.22065545618534088,0.6123842000961304,False
ambience,1,"the view is spectacular , and the food is great .",1,0.005575515795499086,0.01055767573416233,0.983866810798645,True
miscellaneous,1,i have eaten at shabu tatsu at least 5 times and i always want to go back for more !,1,0.019278882071375847,0.04699110612273216,0.9337300062179565,True
miscellaneous,1,a word to the wise - the hoboken health inspector clued me to his findings that this is the cleanest restaurant in town .,1,0.0009522889740765095,0.010007667355239391,0.9890400171279907,True
food,1,"as much as i like the food there , i ca n't bring myself to go back .",1,0.05232592299580574,0.18775013089179993,0.7599239349365234,True
food,-1,"over price , and small portions .",-1,0.5141057372093201,0.1676262766122818,0.3182680308818817,True
miscellaneous,-1,we had a most unpleasant experience at this restaurant .,-1,0.9115085005760193,0.02040538564324379,0.06808606535196304,True
ambience,-1,restaurant was dirty and unkempt .,-1,0.9460770487785339,0.03286905959248543,0.02105385810136795,True
miscellaneous,-1,i have been to roth 's twice and both times were very disappointing .,-1,0.8658795356750488,0.044834379106760025,0.08928602188825607,True
food,1,"still , any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house ...",-1,0.6140336394309998,0.07173498719930649,0.31423136591911316,False
price,0,the bill is approximately $ 25 for 2 at lunch without drinks .,-1,0.7089405059814453,0.25818175077438354,0.03287771716713905,False
food,1,"i am amazed by the poor reviews- i find this place to be standout italian in an area flooded with italian- great prices , great atmosphere , good service and a wonderful wine list .",1,0.0022771276999264956,0.0015408023027703166,0.9961820244789124,True
food,-1,"butter was melted , white wine warm , cheese oozing everywhere .",1,0.12589815258979797,0.13372790813446045,0.7403739094734192,False
price,1,"the restuarant itself is not large , but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic taiwanese .",1,0.09933146089315414,0.16355468332767487,0.737113893032074,True
miscellaneous,0,"we all had the tasting menu and unlike some of the other reviews , i felt there was more than enough food .",1,0.03372088819742203,0.2961463928222656,0.6701326370239258,False
service,-1,some servers make you feel like they are doing you a favor to bring you the food .,1,0.2972514033317566,0.07862115651369095,0.6241273880004883,False
food,1,we had champagne and caviar and felt like princesses !,1,0.019302165135741234,0.018329989165067673,0.962367832660675,True
miscellaneous,1,"with so many poor experiences to be had in the theater district , is truly an excellent find !",1,0.022211935371160507,0.004710434004664421,0.9730775952339172,True
miscellaneous,1,stumbled upon this gem of a pizza place and i will be going back frequently .,1,0.023190254345536232,0.003652408719062805,0.9731572866439819,True
miscellaneous,0,i went to ruby foo 's after work with a group of 6 .,0,0.015034778043627739,0.6773371696472168,0.3076280653476715,True
food,-1,"this place does n't compare with mamoun 's in terms of price , freshness , value , and consisent quality , but that 's just my opinion .",1,0.3363730311393738,0.0636110007762909,0.6000159978866577,False
ambience,-1,"a narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess ( stacks of bottles , cans ) and a small counter holding 12-14 entrees .",-1,0.8505004048347473,0.03961443528532982,0.10988510400056839,True
food,0,"the cuisine from what i 've gathered is authentic taiwanese , though its very different from what i 've been accustomed to in taipei .",1,0.0032718360889703035,0.4940185546875,0.5027095675468445,False
miscellaneous,-1,sea has become so popular that they 've let it go to their heads .,1,0.25209811329841614,0.11030548065900803,0.6375964879989624,False
